Localidades rurales que rebasan su municipio*,,,,,
* El rebase podría ser milimétrico en algunas localidades,,,,,
Localidad rural,,,,,
"MARCO GEOESTADÍSTICO, JUNIO 2018   ",,,,,
Clave concatenada,Clave de entidad,Clave de municipio,Clave de localidad,Nombre  de  localidad,Tipo
160800066,16,80,66,Tupátaro,Rural
160800066,16,80,66,Tupátaro,Rural
160010020,16,1,20,San Andrés Coapa,Rural
110460127,11,46,127,La Cruz del Niño,Rural
160670046,16,67,46,El Nuevo Vado Blanco (Tijuanita),Rural
160050010,16,5,10,La Salud,Rural
160440012,16,44,12,Huandacuca (Mariana),Rural
160440012,16,44,12,Huandacuca (Mariana),Rural
160320015,16,32,15,Ex-Hacienda de Charahuén,Rural
160320007,16,32,7,San Miguel Nocutzepo,Rural
160040007,16,4,7,La Estancia del Río,Rural
160440016,16,44,16,Tumbio,Rural
160400005,16,40,5,Colonia de Guadalupe,Rural
161000024,16,100,24,El Tigre,Rural
161030031,16,103,31,Fraccionamiento Loma Bonita,Rural
160380524,16,38,524,La Cuchilla,Rural
110020009,11,2,9,La Cañada,Rural
160930072,16,93,72,Rosa de Castilla,Rural
160460010,16,46,10,Landero,Rural
160090114,16,9,114,Zatzio,Rural
160120006,16,12,6,La Angostura,Rural
161080200,16,108,200,Canindo,Rural
160530467,16,53,467,Ampliación la Aldea,Rural
160790066,16,79,66,El Tarascón,Rural
160750043,16,75,43,La Higuerita (Colonia San Rafael),Rural
161120155,16,112,155,La Presa (Segunda Manzana Barrio de Santa Cruz),Rural
160730007,16,73,7,Sanambo,Rural
160680048,16,68,48,La Yerbabuena,Rural
160620020,16,62,20,Las Malvinas (El Salate),Rural
160620002,16,62,2,El Cometa,Rural
160420007,16,42,7,San Cristóbal,Rural
160860003,16,86,3,Las Cieneguitas,Rural
110020088,11,2,88,La Soledad,Rural
160460056,16,46,56,Las Mesitas,Rural
120550050,12,55,50,Teacalco,Rural
170260034,17,26,34,Colonia Joyas del Astillero,Rural
170240006,17,24,6,San Pablo Hidalgo,Rural
170210014,17,21,14,Colonia Sonora,Rural
120490016,12,49,16,Santa Teresa,Rural
170090087,17,9,87,San Martín Ajahuayo (El Reposo),Rural
170200111,17,20,111,Camino Antiguo a Tepoztlán,Rural
170180031,17,18,31,Colonia Santa Úrsula,Rural
170170065,17,17,65,Colonia Valle Bonito (Los Arcos Caídos),Rural
170180025,17,18,25,Santa Cruz Milpillas,Rural
170040017,17,4,17,Palo Blanco,Rural
170070074,17,7,74,Colonia Rodolfo López de Nava (Los Naranjos),Rural
170260004,17,26,4,Los Laureles (San José de los Laureles),Rural
170290117,17,29,117,El Fortín,Rural
170040028,17,4,28,El Vergel,Rural
170240133,17,24,133,Colonia Niños Héroes,Rural
170240006,17,24,6,San Pablo Hidalgo,Rural
170290007,17,29,7,Ignacio Bastida (Santa Catarina Tlayca),Rural
170020039,17,2,39,Rancho Temecatitla,Rural
170240134,17,24,134,Fraccionamiento Bonanza (Condominios Pontevedra),Rural
170240004,17,24,4,Barranca Honda,Rural
170260059,17,26,59,Colonia el Partidor (El Capulín),Rural
170260007,17,26,7,El Ahuehuete,Rural
170260010,17,26,10,Jardines de Tlayacapan,Rural
170330004,17,33,4,Popotlán (Barrio Santo Tomás),Rural
180160050,18,16,50,Tierra Generosa,Rural
180140006,18,14,6,Colonia el Ahualamo,Rural
180200046,18,20,46,Lo de Marcos,Rural
180040564,18,4,564,El Refilión,Rural
180110015,18,11,15,Juan Escutia,Rural
180100036,18,10,36,El Tamarindo,Rural
180130015,18,13,15,Tepetiltic,Rural
180020034,18,2,34,Santa Isabel,Rural
180110010,18,11,10,Heroico Batallón de San Blas (La Noria),Rural
180120006,18,12,6,Boca del Asadero,Rural
180120013,18,12,13,La Culebra,Rural
180010016,18,1,16,El Tejón (El Cantón),Rural
190400010,19,40,10,Charco Blanco,Rural
190450551,19,45,551,Valle del Norte,Rural
190310357,19,31,357,Anzures,Rural
190420294,19,42,294,El Ayancual [Deportivo],Rural
190350050,19,35,50,Bicentenario,Rural
190420074,19,42,74,San Benito,Rural
50040007,5,4,7,Artesillas,Rural
50300210,5,30,210,San José del Alamito,Rural
50040082,5,4,82,El Poleo,Rural
190450551,19,45,551,Valle del Norte,Rural
190310357,19,31,357,Anzures,Rural
190410456,19,41,456,Valle de Santa María,Rural
190380016,19,38,16,El Alto,Rural
50060044,5,6,44,Presa de Chaires,Rural
190010046,19,1,46,Colinas del Fraile,Rural
190400008,19,40,8,Cinco de Mayo,Rural
190400008,19,40,8,Cinco de Mayo,Rural
200210031,20,21,31,Rancho Tablas de Reyes Carrizal (San Miguel),Rural
202780068,20,278,68,Playa Lecuona (Miguel Hidalgo),Rural
202780073,20,278,73,Nuevo Buenavista,Rural
200420002,20,42,2,La Josefina,Rural
204270002,20,427,2,Buenavista,Rural
200850034,20,85,34,El Recuerdo,Rural
205090009,20,509,9,San José Piedras Negras,Rural
200280002,20,28,2,El Arrogante Justo Benítez,Rural
200280042,20,28,42,La Escalera,Rural
120040016,12,4,16,San Miguel el Grande,Rural
204690066,20,469,66,La Luz Rahelle,Rural
301170028,30,117,28,Paso Amapa,Rural
200020020,20,2,20,La Junta,Rural
204590003,20,459,3,Lunatitlán del Progreso,Rural
203100019,20,310,19,Jardines del Tepeyac,Rural
205100010,20,510,10,Reyes Ixcatlán,Rural
202690009,20,269,9,Ignacio Zaragoza,Rural
200150003,20,15,3,Poblete,Rural
202490003,20,249,3,Boca del Río San Mateo,Rural
200430015,20,43,15,Parada San Vicente,Rural
204350005,20,435,5,Mosquito Blanco,Rural
200410124,20,41,124,Santa Catarina Buenavista,Rural
204060038,20,406,38,Zongolica,Rural
203960003,20,396,3,San Agustín Nuevo,Rural
301690032,30,169,32,La Guadalupe,Rural
201840123,20,184,123,La Unión,Rural
201840117,20,184,117,Pueblo Nuevo Ojo de Agua,Rural
201780002,20,178,2,Asunción Etla,Rural
200060014,20,6,14,Santiago Mitlatongo,Rural
200280008,20,28,8,La Noria de Ortiz,Rural
201100006,20,110,6,Yosocahua,Rural
204180008,20,418,8,San Cristóbal,Rural
201850008,20,185,8,La Culebra,Rural
202070030,20,207,30,La Esperanza,Rural
201980117,20,198,117,Plan de San Luis,Rural
201980025,20,198,25,Brena Torres,Rural
201980035,20,198,35,Colonia Istmeña (Sección el Zapote),Rural
201980022,20,198,22,El Triunfo,Rural
300910085,30,91,85,Juan de la Luz Enríquez,Rural
204270006,20,427,6,La Princesa (El Polvorín),Rural
202060008,20,206,8,Ciénega,Rural
202890003,20,289,3,Bramaderos San Nicolás,Rural
203510008,20,351,8,La Estancia,Rural
200150004,20,15,4,Las Salinas,Rural
200610007,20,61,7,Los Pocitos Monjas,Rural
205340003,20,534,3,San Isidro la Cañada,Rural
200590100,20,59,100,La Labor del Rosario,Rural
203250023,20,325,23,La Mancornada,Rural
205250005,20,525,5,Huanacastal,Rural
203870002,20,387,2,La Barda Paso de Piedras,Rural
200120026,20,12,26,El Alacrán,Rural
203010002,20,301,2,Colonia Guadalupe,Rural
204690009,20,469,9,Concepción Carrizal,Rural
200370020,20,37,20,La Soledad,Rural
200450003,20,45,3,San Isidro Catano,Rural
204090002,20,409,2,Güendulain,Rural
200280020,20,28,20,El Saúz,Rural
205490009,20,549,9,San Isidro Zaragoza,Rural
201880020,20,188,20,La Soledad,Rural
205090015,20,509,15,Piedra del Sol,Rural
200730116,20,73,116,El Carrizal de Galeana,Rural
203300024,20,330,24,Los Pinos [Colonia],Rural
202590002,20,259,2,La Luz Tenexcalco,Rural
204520003,20,452,3,San Sebastián Ocotlán,Rural
202440013,20,244,13,Inspectoría Independencia Guadalupe,Rural
203970013,20,397,13,Llano de Guadalupe,Rural
205650037,20,565,37,Ninguno,Rural
201760003,20,176,3,Estancia,Rural
202660121,20,266,121,Santa Catarina Jamixtepec,Rural
200680003,20,68,3,La Chilaíta,Rural
204810007,20,481,7,Yucubey de Cuitláhuac,Rural
203300012,20,330,12,Santo Domingo del Río,Rural
204940002,20,494,2,El Portezuelo,Rural
202740005,20,274,5,Río Minas,Rural
200270003,20,27,3,La Concepción,Rural
203390027,20,339,27,Santo Domingo Tlachitongo,Rural
201300002,20,130,2,Huamúchil,Rural
201430008,20,143,8,Cerro Grande,Rural
201430063,20,143,63,Cachimbo,Rural
201410075,20,141,75,Colonia 12 de Abril,Rural
201410085,20,141,85,Colonia Villanueva,Rural
204090002,20,409,2,Güendulain,Rural
200110002,20,11,2,San Antonio o las Mesas,Rural
205260032,20,526,32,Cañada de los Matus,Rural
203180010,20,318,10,La Reforma,Rural
202770035,20,277,35,San Sebastián de las Grutas,Rural
200390065,20,39,65,Saucitlán de Morelos,Rural
204550003,20,455,3,Santa Catarina Estancia,Rural
201840039,20,184,39,El Paraíso Zacatal,Rural
203850009,20,385,9,San Juan Bautista la Raya,Rural
202140002,20,214,2,Maninaltepec,Rural
203380003,20,338,3,Santo Domingo Barrio Alto,Rural
202780006,20,278,6,La Candelaria,Rural
202320019,20,232,19,Cerro de Oro,Rural
201660010,20,166,10,Cerro Flores,Rural
201660017,20,166,17,Leyes de Reforma,Rural
200440009,20,44,9,Desparramadero,Rural
204840005,20,484,5,Santa Ana Rayón,Rural
202070081,20,207,81,Los Raudales,Rural
202070010,20,207,10,San José de las Flores,Rural
203250021,20,325,21,El Porvenir,Rural
200570019,20,57,19,El Paguital,Rural
203640022,20,364,22,Santa María Yolotepec,Rural
204600004,20,460,4,San Juan del Río,Rural
201900168,20,190,168,Arroyo Venado,Rural
201980025,20,198,25,Brena Torres,Rural
204690042,20,469,42,Tinuma de Zaragoza,Rural
204690116,20,469,116,Santo Domingo del Progreso,Rural
204800004,20,480,4,Ignacio Allende las Huertas,Rural
203360016,20,336,16,San Martín Buenavista,Rural
200970003,20,97,3,Santo Domingo Yojovi,Rural
201880007,20,188,7,Agua Fría,Rural
203990006,20,399,6,La Soledad,Rural
203990028,20,399,28,La Cañadita,Rural
201640003,20,164,3,San Miguel Allende,Rural
202750025,20,275,25,Santa Margarita Huitepec,Rural
202780010,20,278,10,Cerro Tepexcuintle,Rural
202980004,20,298,4,Unión Zapata (Loma Larga),Rural
200390019,20,39,19,San Miguel Papalutla,Rural
200390064,20,39,64,San Francisco Yosocuta,Rural
205200004,20,520,4,San Juan Reyes,Rural
202080065,20,208,65,Yosonduu,Rural
200280018,20,28,18,Santa Cruz Nexila,Rural
200680015,20,68,15,San Pedro Guegorexe,Rural
202060002,20,206,2,Contlalco,Rural
203240237,20,324,237,San Pedro Cafetitlán,Rural
200950010,20,95,10,La Concepción,Rural
204070008,20,407,8,Santa Inés,Rural
200280011,20,28,11,Los Ocotes,Rural
201330002,20,133,2,Benito Juárez,Rural
203780003,20,378,3,San Mateo Mixtepec,Rural
204260002,20,426,2,San José Contreras,Rural
204260002,20,426,2,San José Contreras,Rural
201690005,20,169,5,El Tepeyac,Rural
200020058,20,2,58,Colonia Josefa Ortiz de Domínguez,Rural
203090026,20,309,26,Loma Coyol San Martín,Rural
201840042,20,184,42,Paso Rincón,Rural
202010002,20,201,2,Las Delicias,Rural
203810002,20,381,2,San José de la Pradera,Rural
204940005,20,494,5,Buena Vista,Rural
200330003,20,33,3,La Capellanía,Rural
205700003,20,570,3,San Nicolás Quialana,Rural
203970108,20,397,108,San Felipe Tindaco,Rural
200280017,20,28,17,San Matías Chilazoa,Rural
201380002,20,138,2,San Miguel Cajonos,Rural
200050057,20,5,57,Frente al Tecnológico,Rural
203240235,20,324,235,Los Naranjos Esquipulas,Rural
204530011,20,453,11,Barra de la Cruz,Rural
200230010,20,23,10,Manzano,Rural
202770031,20,277,31,San Cristóbal,Rural
201050007,20,105,7,San Isidro Monteverde,Rural
202750002,20,275,2,Chuxnabán,Rural
204390120,20,439,120,Arroyo Tres,Rural
204130050,20,413,50,Huatunalco (Barra de Huatunalco),Rural
70090046,7,9,46,La Gloria,Rural
200980027,20,98,27,Guadalupe (Barrio Guadalupe),Rural
205260101,20,526,101,San Isidro Campechero,Rural
200310007,20,31,7,Tierra Blanca,Rural
200330003,20,33,3,La Capellanía,Rural
200230034,20,23,34,Lomas de San Juan,Rural
202910005,20,291,5,Comitlán,Rural
201050007,20,105,7,San Isidro Monteverde,Rural
200590115,20,59,115,Sitio de Lachidoblas,Rural
202860004,20,286,4,Santiago Nuxaño,Rural
200590012,20,59,12,San Guillermo,Rural
200290005,20,29,5,Peña Colorada,Rural
203980002,20,398,2,Guegovela,Rural
201330004,20,133,4,Mier y Terán,Rural
202710003,20,271,3,Barranca Fierro,Rural
203970058,20,397,58,Cañada Candelaria,Rural
203510010,20,351,10,Barrio Oriente,Rural
200230041,20,23,41,Los Huertos [Colonia],Rural
205700011,20,570,11,Valdeflores,Rural
200720005,20,72,5,El Porvenir,Rural
201270003,20,127,3,Cabeza del Río,Rural
201100006,20,110,6,Yosocahua,Rural
200280018,20,28,18,Santa Cruz Nexila,Rural
203100002,20,310,2,Rancho de los Audelo,Rural
203850009,20,385,9,San Juan Bautista la Raya,Rural
201210006,20,121,6,La Unión Reforma,Rural
202780068,20,278,68,Playa Lecuona (Miguel Hidalgo),Rural
300910085,30,91,85,Juan de la Luz Enríquez,Rural
202650035,20,265,35,Benito Juárez (El Trébol),Rural
203240230,20,324,230,El Paraíso,Rural
201660004,20,166,4,Arroyo Frijol,Rural
205590069,20,559,69,La Trinidad (Hondura de Nanche),Rural
201660015,20,166,15,La Guadalupe,Rural
200090012,20,9,12,Plan Juan Martínez,Rural
200520033,20,52,33,Lázaro Cárdenas,Rural
205150051,20,515,51,Colonia San Luis,Rural
203830002,20,383,2,La Estancia,Rural
204940009,20,494,9,Cañada de Yukcimil,Rural
202770016,20,277,16,Nachihuí,Rural
201630003,20,163,3,Plan de Guadalupe,Rural
200310008,20,31,8,Tierra Caliente,Rural
200270003,20,27,3,La Concepción,Rural
205090013,20,509,13,Las Pilas,Rural
203240037,20,324,37,Xonene,Rural
200430025,20,43,25,Playa San Vicente,Rural
202620003,20,262,3,Llano Grande,Rural
200730116,20,73,116,El Carrizal de Galeana,Rural
205660008,20,566,8,El Sabino,Rural
203070018,20,307,18,Santa María,Rural
203400003,20,340,3,San Francisco Huapanapan,Rural
200390012,20,39,12,La Junta,Rural
200390055,20,39,55,San Sebastián Progreso,Rural
203860008,20,386,8,El Cucharal,Rural
200440022,20,44,22,Santa Sofía Monte Rosa,Rural
202050018,20,205,18,San José Río Manzo,Rural
202080009,20,208,9,Mesón de Guadalupe Primera Sección,Rural
200160018,20,16,18,Lázaro Cárdenas,Rural
200730119,20,73,119,San Jorge Río Frijol,Rural
200200008,20,20,8,Santa María Pueblo Nuevo,Rural
200730120,20,73,120,San Miguel Copala,Rural
200360017,20,36,17,El Porvenir,Rural
205150114,20,515,114,Santa María Nativitas Coatlán,Rural
201380002,20,138,2,San Miguel Cajonos,Rural
202980004,20,298,4,Unión Zapata (Loma Larga),Rural
202770068,20,277,68,El Carrizal,Rural
201330007,20,133,7,Ndoyonoyuji (Ciénega de Flores Amarillas),Rural
204140009,20,414,9,Santa María Chicometepec,Rural
200450006,20,45,6,La Libertad Xochimilco (Segunda Sección),Rural
205070016,20,507,16,Lagunillas,Rural
201900002,20,190,2,Arroyo Carrizal,Rural
201140003,20,114,3,San Jerónimo Zoochina,Rural
204850009,20,485,9,San Isidro,Rural
200850046,20,85,46,Santa María Bella Vista,Rural
204390006,20,439,6,Cerro Gordo,Rural
203470002,20,347,2,Cieneguilla,Rural
200100067,20,10,67,San Isidro,Rural
200790030,20,79,30,Colonia la Brecha,Rural
205530024,20,553,24,Santa Catalina de Sena,Rural
203180005,20,318,5,San Andrés Copala,Rural
202610022,20,261,22,Guadalupe Villahermosa,Rural
200680015,20,68,15,San Pedro Guegorexe,Rural
203970105,20,397,105,Mexicalcingo de los Granados,Rural
204200009,20,420,9,Rincón Hacienda Vieja,Rural
201640003,20,164,3,San Miguel Allende,Rural
200630002,20,63,2,Lomas de Nazareno,Rural
203650002,20,365,2,Benito Juárez,Rural
202980004,20,298,4,Unión Zapata (Loma Larga),Rural
203880002,20,388,2,El Carmen,Rural
202620002,20,262,2,Cuajimoloyas,Rural
203880005,20,388,5,La Lobera,Rural
204910003,20,491,3,El Frijol,Rural
201230003,20,123,3,San Jerónimo Tititlán,Rural
203780002,20,378,2,Emiliano Zapata,Rural
212080038,21,208,38,San Cristóbal Xochimilpa,Rural
130160010,13,16,10,Chacalapa,Rural
211200003,21,120,3,San Esteban Necoxcalco,Rural
211560100,21,156,100,Colonia Guadalupe,Rural
210060006,21,6,6,Tlayehualancingo (San Andrés),Rural
211140405,21,114,405,Conjunto Campestre Haras,Rural
211750008,21,175,8,Santo Domingo Tenantitla,Rural
210690011,21,69,11,El Paraíso,Rural
211480007,21,148,7,El Mirador,Rural
211750023,21,175,23,Pueblos Mágicos,Rural
210760071,21,76,71,El Progreso,Rural
212060017,21,206,17,San Mateo Mimiapan,Rural
210470026,21,47,26,Centeocala,Rural
210470026,21,47,26,Centeocala,Rural
210410025,21,41,25,Villa de los Ángeles,Rural
210820007,21,82,7,Santa Cecilia Clavijero,Rural
210150055,21,15,55,Conjunto Campestre Haras,Rural
210340020,21,34,20,Curitiba,Rural
211570007,21,157,7,Los Hornos de Zaragoza,Rural
211700009,21,170,9,Mancuernas (El Triunfo),Rural
211300003,21,130,3,San José Guerrero,Rural
210230010,21,23,10,Guadalupe Xochiloma,Rural
210510025,21,51,25,San Miguel Tecolacio,Rural
210850032,21,85,32,San Martín la Flor (La Flor Colorada),Rural
211220003,21,122,3,San Matías Atzala,Rural
211160025,21,116,25,Tlanepantla,Rural
211760005,21,176,5,Derramadero,Rural
211740045,21,174,45,Sección 23,Rural
130600009,13,60,9,La Cruz de Tenango,Rural
210100015,21,10,15,Huitzmaloc,Rural
210850009,21,85,9,San José las Bocas,Rural
301280007,30,128,7,La Gloria,Rural
211230007,21,123,7,Pachoc,Rural
210190052,21,19,52,La Sabana (San Juan la Sabana),Rural
211850002,21,185,2,Santo Domingo Ayotlicha,Rural
211970017,21,197,17,San Agustín Atlihuácan,Rural
130020003,13,2,3,La Bóveda,Rural
210390011,21,39,11,San José Río Bravo,Rural
120700006,12,70,6,Xihuitlipa,Rural
290040006,29,4,6,La Garita,Rural
211660015,21,166,15,El Pedregal,Rural
210510018,21,51,18,Pueblo Nuevo de Porfirio Díaz,Rural
210510019,21,51,19,San Isidro la Sábila,Rural
210710011,21,71,11,Cuautlita,Rural
210180003,21,18,3,Santiago Nopala,Rural
210830025,21,83,25,Oyametepec,Rural
210430009,21,43,9,Equimita,Rural
211520015,21,152,15,Colonia Benito Juárez,Rural
211480003,21,148,3,San Pablo Ahuatempa,Rural
211550007,21,155,7,Quicayán,Rural
211540006,21,154,6,Lomas de Romero,Rural
210650009,21,65,9,San José Buenavista,Rural
211540036,21,154,36,El Salado,Rural
210500003,21,50,3,Jesús María Acatla,Rural
211640016,21,164,16,San Mateo Parra,Rural
211660010,21,166,10,Xoyatla,Rural
211660010,21,166,10,Xoyatla,Rural
211040064,21,104,64,Rafael Lara Grajales,Rural
210700011,21,70,11,Tepanacitla (Guadalupe Tepanacitla),Rural
211220003,21,122,3,San Matías Atzala,Rural
211410006,21,141,6,San José Agua Zarca,Rural
210700002,21,70,2,Ahuatempan (San Lucas Ahuatempan),Rural
211440039,21,144,39,Moises Saba [Unidad Habitacional],Rural
211440039,21,144,39,Moises Saba [Unidad Habitacional],Rural
211490004,21,149,4,San José Monte Chiquito,Rural
211560179,21,156,179,Los Olivos,Rural
212150006,21,215,6,Santa Cruz,Rural
211530007,21,153,7,San Luis Ajajalpan,Rural
210690058,21,69,58,Emiliano Zapata (Colonia San Miguel),Rural
211760003,21,176,3,Cuexpala (San Bartolo Cuexpala),Rural
210670003,21,67,3,Guadalupe Buenavista (El Tecolote),Rural
210170007,21,17,7,San Nicolás (Animazco),Rural
211860061,21,186,61,Ilita,Rural
211990011,21,199,11,San José,Rural
210490014,21,49,14,San Lorenzo Tlaxipehuala,Rural
211840002,21,184,2,Ahuacatlaya,Rural
212070006,21,207,6,Cuacuilco,Rural
210170011,21,17,11,Tanhuixco,Rural
211130014,21,113,14,Loma Bonita,Rural
211560002,21,156,2,Rancho Cabras (San Salvador Otzolotepec),Rural
210100019,21,10,19,Vista Hermosa Zayulapa,Rural
211270007,21,127,7,Cañada Estaca,Rural
212130013,21,213,13,Ocomantla,Rural
210760060,21,76,60,Ejido Hueytamalco,Rural
211770015,21,177,15,San Lucas el Viejo,Rural
211860056,21,186,56,Acocogta,Rural
211770021,21,177,21,Tecaltzingo,Rural
210080006,21,8,6,Laguna Seca,Rural
210490013,21,49,13,Tlaxco (Santiago Tlaxco),Rural
210530017,21,53,17,Ixtlahuaca (Palancingo),Rural
210270013,21,27,13,Plan de San Miguel,Rural
211860100,21,186,100,Salvadorco,Rural
210360016,21,36,16,Xocotla,Rural
160310014,16,31,14,Molinos de Caballero,Rural
110060010,11,6,10,El Durazno,Rural
220020245,22,2,245,La Tinaja,Rural
220170204,22,17,204,Real del Ciervo [Fraccionamiento Campestre],Rural
110190073,11,19,73,El Rosario,Rural
110340021,11,34,21,Ortega,Rural
110340021,11,34,21,Ortega,Rural
110030121,11,3,121,El Herrero,Rural
220070265,22,7,265,Piedras Negras,Rural
230020108,23,2,108,Noh-Bec,Rural
240140077,24,14,77,Plan de los Jobos Segunda Sección,Rural
110430007,11,43,7,Álamos de Martínez,Rural
130460037,13,46,37,Nexpa,Rural
130340032,13,34,32,Xalcuatla,Rural
130340033,13,34,33,Xuchipantla,Rural
320070011,32,7,11,Los Encinos,Rural
320380019,32,38,19,Colonia Belisario Domínguez (Las Güeritas),Rural
250100625,25,10,625,Téroque Viejo,Rural
250100227,25,10,227,La Genoveva,Rural
250150003,25,15,3,Álamo de los Montoya,Rural
250140057,25,14,57,El Tablón Número Dos,Rural
250060330,25,6,330,La Estancia de Abajo,Rural
250010703,25,1,703,Cinco de Mayo,Rural
250171522,25,17,1522,El Amapal,Rural
250170244,25,17,244,Ruiz Cortines Número Tres,Rural
250170216,25,17,216,La Presita,Rural
250170511,25,17,511,Sanaria,Rural
250170638,25,17,638,Alfredo V. Bonfil (Siete Ejidos),Rural
250030856,25,3,856,San Nicolás del Sitio (Sitio de Arriba),Rural
250150008,25,15,8,Caitime,Rural
250030845,25,3,845,Jurisdicción de Arriba,Rural
250030743,25,3,743,La Majada de Arriba,Rural
250180523,25,18,523,Constituyentes de Sinaloa,Rural
250130019,25,13,19,Alhueycito,Rural
250110291,25,11,291,El Zopilote,Rural
250150006,25,15,6,Las Cabezas,Rural
250130132,25,13,132,Higuera de los Vega,Rural
250061684,25,6,1684,La Platanera (El Pizal),Rural
250063141,25,6,3141,Bachigualatito,Rural
20020258,2,2,258,Ejido Plan de Ayala,Rural
70740014,7,74,14,Macayo 3ra. Sección,Rural
270140054,27,14,54,Chiltepec (Sección Pénjamo),Rural
270060017,27,6,17,Cumuapa 1ra. Sección,Rural
70740016,7,74,16,Miguel Hidalgo,Rural
270020136,27,2,136,Santana 2da. Sección C,Rural
270060055,27,6,55,Reforma,Rural
270040150,27,4,150,Plátano y Cacao 4ta. Sección,Rural
270040150,27,4,150,Plátano y Cacao 4ta. Sección,Rural
270040079,27,4,79,Corregidora Ortiz 4ta. Sección,Rural
70740014,7,74,14,Macayo 3ra. Sección,Rural
70680102,7,68,102,Platanar Abajo 2da. Sección (Unidad Chiapaneca),Rural
270090010,27,9,10,Chichonal 1ra. Sección,Rural
270100039,27,10,39,Tierra Adentro 2da. Sección,Rural
270040035,27,4,35,Anacleto Canabal 3ra. Sección,Rural
270040286,27,4,286,Alvarado Santa Irene 2da. Sección (El Taizal),Rural
270150100,27,15,100,División del Norte,Rural
270010044,27,1,44,Mactún,Rural
70650064,7,65,64,Lindavista (Chiniquijá),Rural
280190383,28,19,383,El Ébano,Rural
240100062,24,10,62,Colonia Agrícola Ollitas de las Vacas,Rural
210830059,21,83,59,Minillas (La Garita),Rural
300730090,30,73,90,Nacaxtlito,Rural
300090183,30,9,183,Yerbabuena,Rural
300120019,30,12,19,Los Pinos (Buena Esperanza),Rural
301260138,30,126,138,Yucatán,Rural
300140035,30,14,35,Ignacio Zaragoza,Rural
300790011,30,79,11,Caltzontepec,Rural
300870124,30,87,124,La Haciendita,Rural
300580010,30,58,10,Ahuimol Tzimpiasco,Rural
300580339,30,58,339,Lindero Achupil,Rural
300830024,30,83,24,Huexotitla,Rural
301240018,30,124,18,Caristay,Rural
301110011,30,111,11,Nuevo Teapa,Rural
302060050,30,206,50,Democracia y Libertad,Rural
300510007,30,51,7,La Lima,Rural
300800024,30,80,24,Matlaquiáhuitl,Rural
300840062,30,84,62,Las Cuatas,Rural
300540003,30,54,3,Arroyo del Soldado (Arroyo del Obispo),Rural
300660009,30,66,9,El Ermitaño,Rural
301960017,30,196,17,Los Mangos,Rural
302080070,30,208,70,Tilapa,Rural
130280027,13,28,27,Coco Grande,Rural
130250040,13,25,40,Tecoluco Calpan,Rural
130280035,13,28,35,Cruztitla,Rural
130280050,13,28,50,Los Horcones,Rural
130250028,13,25,28,La Mesa,Rural
300350007,30,35,7,El Crucero,Rural
130010007,13,1,7,Buena Vista,Rural
301410174,30,141,174,Vista Hermosa II,Rural
300630048,30,63,48,Tamalcuatitla,Rural
130270033,13,27,33,San Ambrosio,Rural
210760057,21,76,57,El Mohón,Rural
301120094,30,112,94,Fraccionamiento de los 4 Soles,Rural
200570009,20,57,9,Colonia Gabriel Ramos Millán,Rural
301120094,30,112,94,Fraccionamiento de los 4 Soles,Rural
301010007,30,101,7,Loma Grande,Rural
301050040,30,105,40,Mata Ortiz,Rural
301870006,30,187,6,Piedras Grandes,Rural
302100121,30,210,121,Rafael Murillo Vidal,Rural
300820054,30,82,54,El Túnel,Rural
301660012,30,166,12,Vicente Guerrero (Tepetates),Rural
300660022,30,66,22,Poza Larga Zapotal,Rural
300690005,30,69,5,Carrillo Puerto (Santa Rosa),Rural
300690019,30,69,19,Paguas de Coronado,Rural
301000059,30,100,59,Curva del Paso Real,Rural
301480080,30,148,80,Puerta de Mata Anona,Rural
301010046,30,101,46,La Loma,Rural
130460015,13,46,15,El Cerro,Rural
300550029,30,55,29,Zapotitla,Rural
300320084,30,32,84,Perla de San Martín,Rural
301410036,30,141,36,Francisco I. Madero,Rural
300060003,30,6,3,Aguachinola,Rural
301240110,30,124,110,Tenixtepec,Rural
300100047,30,10,47,Colonia Ejidal Guadalupe Victoria,Rural
301160023,30,116,23,Ojapa,Rural
301440132,30,144,132,San Antonio,Rural
300190007,30,19,7,Choapa,Rural
300800005,30,80,5,Ixcapantla,Rural
301620004,30,162,4,Santa Rita,Rural
300100015,30,10,15,Lerdo de Tejada,Rural
300210012,30,21,12,Corral de Piedra,Rural
300480286,30,48,286,Fraccionamiento los Mangos,Rural
130780027,13,78,27,Xilico,Rural
202050066,20,205,66,José López Portillo,Rural
310930010,31,93,10,Ruinas de Aké,Rural
310940007,31,94,7,Chuchub,Rural
310500140,31,50,140,Yaxché Casares,Rural
311020655,31,102,655,Santa Eleuteria,Rural
310760002,31,76,2,Chinkilá,Rural
310140040,31,14,40,X-Akabchén,Rural
311020149,31,102,149,X-Cohuó,Rural
311020481,31,102,481,X-Bacab,Rural
311020631,31,102,631,Bolmay,Rural
311020174,31,102,174,Xocén,Rural
310810011,31,81,11,X-Cocmil,Rural
311010013,31,101,13,San Antonio Mulix,Rural
310480004,31,48,4,Chan Chocholá (Santa Eduviges Chan Chocholá),Rural
310260035,31,26,35,San Benito,Rural
310020010,31,2,10,Tepich Carrillo,Rural
310140013,31,14,13,Chebalam,Rural
310630004,31,63,4,San Antonio Tedzidz,Rural
310480010,31,48,10,Kanachén,Rural
